RTC-S1 Burst ID, SAFE file ID, Absolute Orbit
T127-271300-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271300-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271300-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271301-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271301-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271301-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271302-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271302-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271302-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271303-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271303-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271303-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271304-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271304-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271304-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271305-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271305-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271305-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271306-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271306-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271306-IW3, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271307-IW1, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
T127-271307-IW2, S1B_IW_SLC__1SSV_20171227T105736_20171227T105806_008903_00FE04_9F50-SLC, 8903
