RTC-S1 Burst ID, SAFE file ID, Absolute Orbit
T004-007417-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007417-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007417-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007418-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007418-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007418-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007419-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007419-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007419-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007420-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007420-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007420-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007421-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007421-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007421-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007422-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007422-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007422-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007423-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007423-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007423-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007424-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007424-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007424-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007425-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007425-IW2, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007425-IW3, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
T004-007426-IW1, S1B_IW_SLC__1SDH_20171230T235643_20171230T235709_008955_00FFB2_FEF3-SLC, 8955
