RTC-S1 Burst ID, SAFE file ID, Absolute Orbit
T027-056165-IW3, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056166-IW1, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056166-IW2, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056166-IW3, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056167-IW1, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056167-IW2, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056167-IW3, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056168-IW1, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056168-IW2, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056168-IW3, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056169-IW1, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056169-IW2, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056169-IW3, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056170-IW1, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056170-IW2, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056170-IW3, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056171-IW1, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
T027-056171-IW2, S1A_IW_SLC__1SSH_20171226T141317_20171226T141344_019874_021D19_ED01-SLC, 19874
